Protein Id	Gene Symbol	Description	Group ID	Number of peptides	Collapsed?	Ct_replicate1	TIRRko_replicate1	Ct_replicate2	TIRR_replicate2	Average_ct	Average_TIRR	TIRRdel/ct	log2(TIRR/ct)
sp|P67936-2|TPM4_HUMAN	TPM4	 Isoform 2 of Tropomyosin alpha-4 chain OS=Homo sapiens GN=TPM4	923	26	C	7078.97	16495.6	4695.32	10871.8	5887.145	13683.7	2.32433548	1.216818313
sp|Q9UQ03-2|COR2B_HUMAN	CORO2B	 Isoform 2 of Coronin-2B OS=Homo sapiens GN=CORO2B	6089	10	C	1709.03	3369.29	918.827	2716.55	1313.9285	3042.92	2.315894662	1.211569634
sp|P32456|GBP2_HUMAN	GBP2	 Interferon-induced guanylate-binding protein 2 OS=Homo sapiens GN=GBP2 PE=2 SV=3	1769	4	C	487.087	1015.82	295.814	795.898	391.4505	905.859	2.31410868	1.210456621
sp|Q13185|CBX3_HUMAN	CBX3	 Chromobox protein homolog 3 OS=Homo sapiens GN=CBX3 PE=1 SV=4	3607	22	C	7001.93	16651	4570.25	10056.9	5786.09	13353.95	2.30794025	1.206605875
sp|P00813|ADA_HUMAN	ADA	 Adenosine deaminase OS=Homo sapiens GN=ADA PE=1 SV=3	5135	12	C	2253.05	4785.25	1456.3	3727.7	1854.675	4256.475	2.294997776	1.198492756
sp|P48960-2|CD97_HUMAN	CD97	 Isoform 2 of CD97 antigen OS=Homo sapiens GN=CD97	3577	20	C	3692.02	10225.2	3074.28	5291.49	3383.15	7758.345	2.29323116	1.197381788
sp|Q7Z7K0|COXAM_HUMAN	CMC1	 COX assembly mitochondrial protein homolog OS=Homo sapiens GN=CMC1 PE=1 SV=1	3640	5	C	1864.96	3371.96	738.603	2598.11	1301.7815	2985.035	2.293038425	1.19726053
sp|P51397|DAP1_HUMAN	DAP	 Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3	3903	6	C	699.526	1382.88	411.221	1134.58	555.3735	1258.73	2.266456718	1.180438611
tr|A1A586|A1A586_HUMAN	AHNAK	 AHNAK nucleoprotein OS=Homo sapiens GN=AHNAK PE=2 SV=1	297	2	C	600.386	1231.87	394.182	1020.64	497.284	1126.255	2.264812461	1.179391592
sp|Q969E4|TCAL3_HUMAN	TCEAL3	 Transcription elongation factor A protein-like 3 OS=Homo sapiens GN=TCEAL3 PE=1 SV=1	4721	13	C	4389.54	8128.8	1989.07	6290.74	3189.305	7209.77	2.260608502	1.176711164
sp|Q86XF0|DYRL1_HUMAN	DHFRL1	 Dihydrofolate reductase-like protein 1 OS=Homo sapiens GN=DHFRL1 PE=2 SV=1	4531	4	C	837.856	1697.46	529.361	1385.66	683.6085	1541.56	2.2550334	1.173148802
sp|Q7L273|KCTD9_HUMAN	KCTD9	 BTB/POZ domain-containing protein KCTD9 OS=Homo sapiens GN=KCTD9 PE=2 SV=1	806	6	C	921.463	1810.46	494.176	1376.29	707.8195	1593.375	2.251103565	1.170632432
sp|P13612|ITA4_HUMAN	ITGA4	 Integrin alpha-4 OS=Homo sapiens GN=ITGA4 PE=1 SV=3	316	20	C	3566.07	6929.37	2050.18	5624.67	2808.125	6277.02	2.235306477	1.160472649
sp|P09429|HMGB1_HUMAN	HMGB1	 High mobility group protein B1 OS=Homo sapiens GN=HMGB1 PE=1 SV=3	5987	23	C	5609.99	10792.4	3204.13	8792.08	4407.06	9792.24	2.221943881	1.151822379
sp|Q7Z304|MAMC2_HUMAN	MAMDC2	 MAM domain-containing protein 2 OS=Homo sapiens GN=MAMDC2 PE=2 SV=3	4673	1	C	137.028	262.036	75.2255	207.601	106.12675	234.8185	2.212623113	1.145757731
sp|Q9UJY1|HSPB8_HUMAN	HSPB8	 Heat shock protein beta-8 OS=Homo sapiens GN=HSPB8 PE=1 SV=1	4144	8	C	3077.15	5077.78	1114.24	4159.56	2095.695	4618.67	2.20388463	1.140048703
sp|Q99439|CNN2_HUMAN	CNN2	 Calponin-2 OS=Homo sapiens GN=CNN2 PE=1 SV=4	1626	51	C	14524.5	28145.2	7499.42	20228.1	11011.96	24186.65	2.19639828	1.135139686
sp|Q96CP2|FWCH2_HUMAN	FLYWCH2	 FLYWCH family member 2 OS=Homo sapiens GN=FLYWCH2 PE=1 SV=1	1789	9	C	2182.41	4189.72	1272.02	3389.61	1727.215	3789.665	2.194089908	1.133622645
sp|P63241-2|IF5A1_HUMAN	EIF5A	 Isoform 2 of Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens GN=EIF5A	4924	57	C	16615.8	36799.2	10458.2	22387.2	13537	29593.2	2.186097363	1.128357656
sp|O60220|TIM8A_HUMAN	TIMM8A	 Mitochondrial import inner membrane translocase subunit Tim8 A OS=Homo sapiens GN=TIMM8A PE=1 SV=1	921	3	C	1807.88	2633.77	381.462	2143.57	1094.671	2388.67	2.182089413	1.125710219
sp|Q9H444|CHM4B_HUMAN	CHMP4B	 Charged multivesicular body protein 4b OS=Homo sapiens GN=CHMP4B PE=1 SV=1	261	24	C	7241.71	14229.6	3868.11	9939.63	5554.91	12084.615	2.175483491	1.121336069
sp|Q01995|TAGL_HUMAN	TAGLN	 Transgelin OS=Homo sapiens GN=TAGLN PE=1 SV=4	138	70	C	21000.8	45159.9	13688.4	29625.9	17344.6	37392.9	2.155881369	1.108277794
sp|O43504|HBXIP_HUMAN	HBXIP	 Hepatitis B virus X-interacting protein OS=Homo sapiens GN=HBXIP PE=1 SV=1	6919	2	C	288.956	562.865	173.387	428.154	231.1715	495.5095	2.143471405	1.099949171
sp|P35568|IRS1_HUMAN	IRS1	 Insulin receptor substrate 1 OS=Homo sapiens GN=IRS1 PE=1 SV=1	573	13	C	1206.74	2449.98	792.926	1832.25	999.833	2141.115	2.141472626	1.098603236
sp|Q9H347|UBQL3_HUMAN	UBQLN3	 Ubiquilin-3 OS=Homo sapiens GN=UBQLN3 PE=1 SV=2	2323	3	C	1862.72	3101.01	804.715	2608.67	1333.7175	2854.84	2.140513265	1.097956776
sp|P02788|TRFL_HUMAN	LTF	 Lactotransferrin OS=Homo sapiens GN=LTF PE=1 SV=6	3481	2	C	1271.61	1637.05	198.824	1508.61	735.217	1572.83	2.139273167	1.097120714
sp|P07737|PROF1_HUMAN	PFN1	 Profilin-1 OS=Homo sapiens GN=PFN1 PE=1 SV=2	3712	110	C	25191.7	51075.8	16736	38423.5	20963.85	44749.65	2.134610293	1.093972707
sp|P07951-2|TPM2_HUMAN	TPM2	 Isoform 2 of Tropomyosin beta chain OS=Homo sapiens GN=TPM2	923	127	C	25191.4	55759.1	18568.8	37282.2	21880.1	46520.65	2.126162586	1.088251923
sp|Q9NZJ9|NUDT4_HUMAN	NUDT4	 Diphosphoinositol polyphosphate phosphohydrolase 2 OS=Homo sapiens GN=NUDT4 PE=1 SV=2	88	1	C	261.744	551.977	145.505	311.976	203.6245	431.9765	2.121436762	1.085041674
tr|B7Z2S5|B7Z2S5_HUMAN	TXNRD1	 Uncharacterized protein OS=Homo sapiens GN=TXNRD1 PE=2 SV=1	2053	56	C	15164.6	27598.7	8669.4	22935.6	11917	25267.15	2.120260972	1.084241849
sp|P54727|RD23B_HUMAN	RAD23B	 UV excision repair protein RAD23 homolog B OS=Homo sapiens GN=RAD23B PE=1 SV=1	1631	32	C	6442.76	13468.5	4005.11	8614.51	5223.935	11041.505	2.113637517	1.079727979
sp|Q9Y653-2|GPR56_HUMAN	GPR56	 Isoform 2 of G-protein coupled receptor 56 OS=Homo sapiens GN=GPR56	4345	4	C	460.36	931.656	333.908	746.108	397.134	838.882	2.112339915	1.07884201
sp|P53803|RPAB4_HUMAN	POLR2K	" DNA-directed RNA polymerases I, II, and III subunit RPABC4 OS=Homo sapiens GN=POLR2K PE=2 SV=1"	6996	1	C	131.27	279.208	103.465	215.555	117.3675	247.3815	2.107751294	1.075704645
sp|Q9P1U0|RPA12_HUMAN	ZNRD1	 DNA-directed RNA polymerase I subunit RPA12 OS=Homo sapiens GN=ZNRD1 PE=1 SV=1	3473	3	C	640.124	1207.95	396.658	977.197	518.391	1092.5735	2.107624361	1.07561776
sp|P37802|TAGL2_HUMAN	TAGLN2	 Transgelin-2 OS=Homo sapiens GN=TAGLN2 PE=1 SV=3	3879	121	C	23828.5	54808.4	18490.7	34344.2	21159.6	44576.3	2.106670258	1.074964517
##sp|Q6GYQ0-2|RGPA1_HUMAN	RALGAPA1	 Isoform 2 of Ral GTPase-activating protein subunit alpha-1 OS=Homo sapiens GN=RALGAPA1	1213	2	C	1099.63	2102.87	550.328	1372.23	824.979	1737.55	2.106174824	1.074625193
sp|Q8NCX0|CC150_HUMAN	CCDC150	 Coiled-coil domain-containing protein 150 OS=Homo sapiens GN=CCDC150 PE=2 SV=2	5889	4	C	909.17	1671.93	537.6	1368.29	723.385	1520.11	2.101384463	1.071340138
sp|Q9H0R4|HDHD2_HUMAN	HDHD2	 Haloacid dehalogenase-like hydrolase domain-containing protein 2 OS=Homo sapiens GN=HDHD2 PE=1 SV=1	3232	7	C	2653.41	4697.26	909.118	2775.75	1781.264	3736.505	2.097670531	1.0687881
sp|A8MV65-2|VGLL3_HUMAN	VGLL3	 Isoform 2 of Transcription cofactor vestigial-like protein 3 OS=Homo sapiens GN=VGLL3	6422	1	C	199.177	373.074	121.87	299.682	160.5235	336.378	2.095506265	1.067298835
sp|Q13541|4EBP1_HUMAN	EIF4EBP1	 Eukaryotic translation initiation factor 4E-binding protein 1 OS=Homo sapiens GN=EIF4EBP1 PE=1 SV=3	7018	4	C	766.053	1476.55	510.909	1195.59	638.481	1336.07	2.092575973	1.065280002
sp|O15394|NCAM2_HUMAN	NCAM2	 Neural cell adhesion molecule 2 OS=Homo sapiens GN=NCAM2 PE=1 SV=2	5626	3	C	668.482	1240.82	409.16	1006.12	538.821	1123.47	2.085052364	1.060083616
sp|P13693|TCTP_HUMAN	TPT1	 Translationally-controlled tumor protein OS=Homo sapiens GN=TPT1 PE=1 SV=1	4102	42	C	17106.7	36971.4	11418.8	22486.9	14262.75	29729.15	2.084391159	1.059626041
sp|P04264|K2C1_HUMAN	KRT1	" Keratin, type II cytoskeletal 1 OS=Homo sapiens GN=KRT1 PE=1 SV=6"	928	34	C	7871.01	14590.9	4833.12	11844.6	6352.065	13217.75	2.080858744	1.057179033
sp|Q92530|PSMF1_HUMAN	PSMF1	 Proteasome inhibitor PI31 subunit OS=Homo sapiens GN=PSMF1 PE=1 SV=2	2142	11	C	3291.07	5714.21	1642.06	4537.05	2466.565	5125.63	2.078043757	1.055226033
sp|P30460|1B08_HUMAN	HLA-B	" HLA class I histocompatibility antigen, B-8 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=1"	4087	1	C	169.258	322.927	107.149	249.988	138.2035	286.4575	2.072722471	1.051526958
##sp|Q8WUH2|TGFA1_HUMAN	TGFBRAP1	 Transforming growth factor-beta receptor-associated protein 1 OS=Homo sapiens GN=TGFBRAP1 PE=1 SV=1	7250	1	C	138.223	256.602	82.3426	200.382	110.2828	228.492	2.071873402	1.050935852
##sp|O00471|EXOC5_HUMAN	EXOC5	 Exocyst complex component 5 OS=Homo sapiens GN=EXOC5 PE=1 SV=1	6830	5	C	1037.24	1796.21	536.173	1457.8	786.7065	1627.005	2.068121974	1.048321276
sp|P25398|RS12_HUMAN	RPS12	 40S ribosomal protein S12 OS=Homo sapiens GN=RPS12 PE=1 SV=3	4695	54	C	11080.7	26525.4	9408.46	15729.1	10244.58	21127.25	2.062285618	1.044244154
sp|Q8TEY7-2|UBP33_HUMAN	USP33	 Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 33 OS=Homo sapiens GN=USP33	6224	5	C	1439.81	2106.87	462.261	1806.22	951.0355	1956.545	2.057278619	1.040737192
sp|Q07000|1C15_HUMAN	HLA-C	" HLA class I histocompatibility antigen, Cw-15 alpha chain OS=Homo sapiens GN=HLA-C PE=1 SV=1"	4087	4	C	1236.75	1553.02	177.23	1355.31	706.99	1454.165	2.056839559	1.040429263
sp|P28799|GRN_HUMAN	GRN	 Granulins OS=Homo sapiens GN=GRN PE=1 SV=2	2560	40	C	10627.8	18529.7	5928.42	15514.1	8278.11	17021.9	2.056254387	1.040018757
sp|P23528|COF1_HUMAN	CFL1	 Cofilin-1 OS=Homo sapiens GN=CFL1 PE=1 SV=3	3204	89	C	27737.9	59783.4	20586.2	39498.1	24162.05	49640.75	2.054492479	1.038782049
sp|Q9NXJ5|PGPI_HUMAN	PGPEP1	 Pyroglutamyl-peptidase 1 OS=Homo sapiens GN=PGPEP1 PE=1 SV=1	5683	2	C	602.705	1154.02	413.888	923.787	508.2965	1038.9035	2.043892689	1.031319452
sp|Q9NWQ9|CN119_HUMAN	C14orf119	 Uncharacterized protein C14orf119 OS=Homo sapiens GN=C14orf119 PE=2 SV=1	5776	6	C	2489.61	3796.04	1072.22	3481.76	1780.915	3638.9	2.043275507	1.030883745
sp|Q9NSY2|STAR5_HUMAN	STARD5	 StAR-related lipid transfer protein 5 OS=Homo sapiens GN=STARD5 PE=1 SV=2	4066	3	C	517.866	982.959	349.276	785.533	433.571	884.246	2.039449133	1.028179524
sp|Q9NX70|MED29_HUMAN	MED29	 Mediator of RNA polymerase II transcription subunit 29 OS=Homo sapiens GN=MED29 PE=1 SV=1	4192	8	C	2784.13	4445.29	1238.41	3756.46	2011.27	4100.875	2.038948028	1.027825002
sp|P08235-2|MCR_HUMAN	NR3C2	 Isoform 2 of Mineralocorticoid receptor OS=Homo sapiens GN=NR3C2	3162	6	C	1083.86	2001.92	682.397	1598.54	883.1285	1800.23	2.03846892	1.027485961
sp|P30405|PPIF_HUMAN	PPIF	" Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Homo sapiens GN=PPIF PE=1 SV=1"	5110	27	C	6682.6	13488.9	4704.69	9652.16	5693.645	11570.53	2.03218325	1.023030501
sp|P37837|TALDO_HUMAN	TALDO1	 Transaldolase OS=Homo sapiens GN=TALDO1 PE=1 SV=2	1972	30	C	14334.2	25049.2	8216.05	20760.6	11275.125	22904.9	2.031454197	1.022512836
sp|Q9NRJ7|PCDBG_HUMAN	PCDHB16	 Protocadherin beta-16 OS=Homo sapiens GN=PCDHB16 PE=1 SV=3	4578	6	C	1213.04	2205.63	836.191	1949.58	1024.6155	2077.605	2.027692339	1.01983877
sp|P62942|FKB1A_HUMAN	FKBP1A	 Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Homo sapiens GN=FKBP1A PE=1 SV=2	6215	12	C	3624.18	6135.6	1926.1	5110.47	2775.14	5623.035	2.026216695	1.018788473
sp|P55290|CAD13_HUMAN	CDH13	 Cadherin-13 OS=Homo sapiens GN=CDH13 PE=1 SV=1	4219	27	C	5144.56	9576.12	3439.21	7801.57	4291.885	8688.845	2.02448225	1.017552994
sp|Q96PM5-2|ZN363_HUMAN	RCHY1	 Isoform 2 of RING finger and CHY zinc finger domain-containing protein 1 OS=Homo sapiens GN=RCHY1	4904	1	C	682.815	1196.66	436.091	1064.84	559.453	1130.75	2.021170679	1.015191156
sp|Q96EI5-2|TCAL4_HUMAN	TCEAL4	 Isoform 2 of Transcription elongation factor A protein-like 4 OS=Homo sapiens GN=TCEAL4	4811	14	C	5279.58	8976.92	2650.51	7037.94	3965.045	8007.43	2.019505453	1.014002042
sp|Q96PN7-4|TREF1_HUMAN	TRERF1	 Isoform 4 of Transcriptional-regulating factor 1 OS=Homo sapiens GN=TRERF1	190	2	C	223.994	452.177	136.1	274.987	180.047	363.582	2.019372719	1.013907216
sp|Q9UK45|LSM7_HUMAN	LSM7	 U6 snRNA-associated Sm-like protein LSm7 OS=Homo sapiens GN=LSM7 PE=1 SV=1	4843	17	C	3944.25	7956.82	2828.19	5671.24	3386.22	6814.03	2.012282132	1.008832592
sp|Q15942|ZYX_HUMAN	ZYX	 Zyxin OS=Homo sapiens GN=ZYX PE=1 SV=1	3580	59	C	16410.5	31680.2	10530.3	22490.5	13470.4	27085.35	2.010730936	1.007720042
sp|Q8WVV9-4|HNRLL_HUMAN	HNRPLL	 Isoform 4 of Heterogeneous nuclear ribonucleoprotein L-like OS=Homo sapiens GN=HNRPLL	340	19	C	5956.45	10525.8	3191.21	7803.59	4573.83	9164.695	2.00372445	1.002684124
sp|O75147-1|OBSL1_HUMAN	OBSL1	 Isoform 3 of Obscurin-like protein 1 OS=Homo sapiens GN=OBSL1	708	23	C	6509.11	11243.7	3661.09	9116.15	5085.1	10179.925	2.00191245	1.001378882
sp|Q9BSF8|BTBDA_HUMAN	BTBD10	 BTB/POZ domain-containing protein 10 OS=Homo sapiens GN=BTBD10 PE=1 SV=2	3590	4	C	528.253	900.176	348.11	848.512	438.1815	874.344	1.99539232	0.996672427
sp|Q9H2K0|IF3M_HUMAN	MTIF3	" Translation initiation factor IF-3, mitochondrial OS=Homo sapiens GN=MTIF3 PE=1 SV=4"	5268	6	C	3641.91	5573.81	1327.82	4324.31	2484.865	4949.06	1.991681641	0.993987059
##sp|Q8ND82|Z280C_HUMAN	ZNF280C	 Zinc finger protein 280C OS=Homo sapiens GN=ZNF280C PE=1 SV=1	6866	1	C	254.257	560.101	221.781	385.913	238.019	473.007	1.987265722	0.990784792
sp|Q15181|IPYR_HUMAN	PPA1	 Inorganic pyrophosphatase OS=Homo sapiens GN=PPA1 PE=1 SV=2	411	72	C	20293.2	42074.9	14259.7	26573.9	17276.45	34324.4	1.986773903	0.990427702
sp|Q9HBK9|AS3MT_HUMAN	AS3MT	 Arsenite methyltransferase OS=Homo sapiens GN=AS3MT PE=1 SV=3	3857	13	C	2896.08	4756.76	1520.15	4007.89	2208.115	4382.325	1.984645274	0.98888117
##sp|Q68DU8|KCD16_HUMAN	KCTD16	 BTB/POZ domain-containing protein KCTD16 OS=Homo sapiens GN=KCTD16 PE=2 SV=1	6595	2	C	341.294	606.619	216.786	500.654	279.04	553.6365	1.98407576	0.988467114
sp|P13747|HLAE_HUMAN	HLA-E	" HLA class I histocompatibility antigen, alpha chain E OS=Homo sapiens GN=HLA-E PE=1 SV=3"	4087	1	C	269.466	502.852	187.782	404.05	228.624	453.451	1.983391945	0.987969802
sp|Q569H4|PRR16_HUMAN	PRR16	 Proline-rich protein 16 OS=Homo sapiens GN=PRR16 PE=2 SV=1	2690	4	C	923.148	1737.13	655.927	1386.96	789.5375	1562.045	1.97843041	0.98435632
sp|Q96JK9|MAML3_HUMAN	MAML3	 Mastermind-like protein 3 OS=Homo sapiens GN=MAML3 PE=1 SV=3	6950	1	C	95.7439	178.652	67.1136	143.512	81.42875	161.082	1.978195662	0.984185129
sp|Q6ZRV2|FA83H_HUMAN	FAM83H	 Protein FAM83H OS=Homo sapiens GN=FAM83H PE=1 SV=3	5114	1	C	105.318	212.718	87.8323	168.292	96.57515	190.505	1.972608896	0.980104945
sp|P28676|GRAN_HUMAN	GCA	 Grancalcin OS=Homo sapiens GN=GCA PE=1 SV=2	2337	6	C	1232.61	2330.39	864.016	1799.25	1048.313	2064.82	1.969659825	0.977946487
##sp|Q96NT1|NP1L5_HUMAN	NAP1L5	 Nucleosome assembly protein 1-like 5 OS=Homo sapiens GN=NAP1L5 PE=1 SV=1	5212	1	C	556.906	957.739	337.885	804.409	447.3955	881.074	1.969340326	0.977712448
sp|Q15654|TRIP6_HUMAN	TRIP6	 Thyroid receptor-interacting protein 6 OS=Homo sapiens GN=TRIP6 PE=1 SV=3	3322	44	C	9322.85	17117.5	6212.61	13471.9	7767.73	15294.7	1.969005102	0.977466849
sp|Q9BUH6|CI142_HUMAN	C9orf142	 Uncharacterized protein C9orf142 OS=Homo sapiens GN=C9orf142 PE=1 SV=2	87	12	C	3534.16	6155.43	2120.11	4977.31	2827.135	5566.37	1.968908453	0.977396033
sp|Q15427|SF3B4_HUMAN	SF3B4	 Splicing factor 3B subunit 4 OS=Homo sapiens GN=SF3B4 PE=1 SV=1	4551	12	C	2372.35	5638.1	2262.51	3484.13	2317.43	4561.115	1.968178111	0.976860784
sp|Q9UMY4-2|SNX12_HUMAN	SNX12	 Isoform 2 of Sorting nexin-12 OS=Homo sapiens GN=SNX12	3538	15	C	5309.96	8442.08	2538.77	6979.27	3924.365	7710.675	1.96482106	0.97439793
sp|P48506|GSH1_HUMAN	GCLC	 Glutamate--cysteine ligase catalytic subunit OS=Homo sapiens GN=GCLC PE=1 SV=2	278	12	C	2232.45	3917	1387.43	3194.23	1809.94	3555.615	1.964493298	0.974157246
sp|Q9NWQ8|PAG1_HUMAN	PAG1	 Phosphoprotein associated with glycosphingolipid-enriched microdomains 1 OS=Homo sapiens GN=PAG1 PE=1 SV=2	1018	7	C	594.067	1045.58	387.47	880.332	490.7685	962.956	1.962138972	0.972427227
sp|P09936|UCHL1_HUMAN	UCHL1	 Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Homo sapiens GN=UCHL1 PE=1 SV=2	5078	88	C	19314.1	38942.6	14012.6	26440	16663.35	32691.3	1.961868412	0.972228279
sp|Q96JY6|PDLI2_HUMAN	PDLIM2	 PDZ and LIM domain protein 2 OS=Homo sapiens GN=PDLIM2 PE=1 SV=1	3661	12	C	2191.12	3994.59	1484.87	3189.74	1837.995	3592.165	1.954393238	0.966720777
sp|P60002|ELOF1_HUMAN	ELOF1	 Transcription elongation factor 1 homolog OS=Homo sapiens GN=ELOF1 PE=2 SV=1	6860	3	C	633.153	1182.73	455.957	943.929	544.555	1063.3295	1.952657675	0.965439049
sp|P80294|MT1H_HUMAN	MT1H	 Metallothionein-1H OS=Homo sapiens GN=MT1H PE=1 SV=1	6825	2	C	184.604	336.921	128.932	273.842	156.768	305.3815	1.947983645	0.961981565
sp|Q9UPY5|XCT_HUMAN	SLC7A11	 Cystine/glutamate transporter OS=Homo sapiens GN=SLC7A11 PE=1 SV=1	6046	2	C	458.071	864.668	335.645	679.785	396.858	772.2265	1.945850909	0.960401175
sp|Q15819|UB2V2_HUMAN	UBE2V2	 Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens GN=UBE2V2 PE=1 SV=4	1914	12	C	4226.97	6562.97	1751.23	5051.38	2989.1	5807.175	1.942783781	0.958125347
sp|Q04760|LGUL_HUMAN	GLO1	 Lactoylglutathione lyase OS=Homo sapiens GN=GLO1 PE=1 SV=4	3067	23	C	7314.84	12581.8	4358.14	10086.4	5836.49	11334.1	1.941937706	0.957496922
sp|P09455|RET1_HUMAN	RBP1	 Retinol-binding protein 1 OS=Homo sapiens GN=RBP1 PE=1 SV=2	5049	9	C	1725.97	3269.06	1274.57	2543.16	1500.27	2906.11	1.937057996	0.953867149
sp|Q8N264-2|RHG24_HUMAN	ARHGAP24	 Isoform 2 of Rho GTPase-activating protein 24 OS=Homo sapiens GN=ARHGAP24	3751	7	C	1726.45	3195.09	1131.29	2320.62	1428.87	2757.855	1.93009511	0.948671942
sp|Q9UBI1|COMD3_HUMAN	COMMD3	 COMM domain-containing protein 3 OS=Homo sapiens GN=COMMD3 PE=1 SV=1	211	8	C	3108.76	4436.83	1176.17	3829.27	2142.465	4133.05	1.929109694	0.947935181
sp|P51858|HDGF_HUMAN	HDGF	 Hepatoma-derived growth factor OS=Homo sapiens GN=HDGF PE=1 SV=1	968	47	C	15556.5	28659.4	9643.18	19911.6	12599.84	24285.5	1.92744511	0.946689776
sp|P62745|RHOB_HUMAN	RHOB	 Rho-related GTP-binding protein RhoB OS=Homo sapiens GN=RHOB PE=1 SV=1	4138	7	C	1935.56	3274.84	1144.46	2660.93	1540.01	2967.885	1.927185538	0.946495472
sp|Q5JTJ3-2|CA031_HUMAN	C1orf31	 Isoform 2 of Uncharacterized protein C1orf31 OS=Homo sapiens GN=C1orf31	3531	11	C	2532.17	4540.59	1718.43	3642.28	2125.3	4091.435	1.925109396	0.944940431
sp|P35612|ADDB_HUMAN	ADD2	 Beta-adducin OS=Homo sapiens GN=ADD2 PE=1 SV=3	568	10	C	1643.78	2948.17	1137.73	2401.62	1390.755	2674.895	1.9233402	0.943613969
sp|Q7Z7A3|CTU1_HUMAN	CTU1	 Cytoplasmic tRNA 2-thiolation protein 1 OS=Homo sapiens GN=CTU1 PE=1 SV=1	6023	1	C	138.965	267.048	103.434	198.969	121.1995	233.0085	1.922520307	0.942998837
sp|Q13796|SHRM2_HUMAN	SHROOM2	 Protein Shroom2 OS=Homo sapiens GN=SHROOM2 PE=1 SV=1	404	16	C	3347.49	5978.41	2254.4	4786.7	2800.945	5382.555	1.9216925	0.942377502
sp|O95858|TSN15_HUMAN	TSPAN15	 Tetraspanin-15 OS=Homo sapiens GN=TSPAN15 PE=2 SV=1	6055	1	C	83.7757	157.28	61.2416	121.216	72.50865	139.248	1.920432941	0.941431588
sp|P10124|SRGN_HUMAN	SRGN	 Serglycin OS=Homo sapiens GN=SRGN PE=1 SV=3	3576	2	C	572.861	1043.32	402.971	830.09	487.916	936.705	1.919807918	0.940961972
sp|P16403|H12_HUMAN	HIST1H1C	 Histone H1.2 OS=Homo sapiens GN=HIST1H1C PE=1 SV=2	1951	1	C	277.598	490.03	181.427	388.868	229.5125	439.449	1.914706171	0.937123014
sp|Q32MZ4|LRRF1_HUMAN	LRRFIP1	 Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens GN=LRRFIP1 PE=1 SV=2	1168	57	C	17369.5	30428	11032.2	23887.2	14200.85	27157.6	1.912392568	0.935378704
sp|P16152|CBR1_HUMAN	CBR1	 Carbonyl reductase [NADPH] 1 OS=Homo sapiens GN=CBR1 PE=1 SV=3	1281	29	C	6786.86	11720	4241.53	9357.88	5514.195	10538.94	1.911238177	0.934507577
sp|Q9Y2V2|CHSP1_HUMAN	CARHSP1	 Calcium-regulated heat stable protein 1 OS=Homo sapiens GN=CARHSP1 PE=1 SV=2	6139	10	C	4113.11	6217.3	1833.59	5130.31	2973.35	5673.805	1.908219685	0.932227272
tr|E9PKL5|E9PKL5_HUMAN	FOSL1	 Uncharacterized protein OS=Homo sapiens GN=FOSL1 PE=4 SV=1	2127	1	C	153.178	251.321	87.5696	207.976	120.3738	229.6485	1.907794719	0.931905944
sp|Q14157|UBP2L_HUMAN	UBAP2L	 Ubiquitin-associated protein 2-like OS=Homo sapiens GN=UBAP2L PE=1 SV=2	1885	1	C	183.857	343.429	140.658	275.563	162.2575	309.496	1.907437253	0.931635599
sp|Q8N8A2|ANR44_HUMAN	ANKRD44	 Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B OS=Homo sapiens GN=ANKRD44 PE=1 SV=3	4116	7	C	1554.17	2791.17	1084	2235.7	1319.085	2513.435	1.905438239	0.930122847
sp|Q5BKU9|CQ090_HUMAN	C17orf90	 Uncharacterized protein C17orf90 OS=Homo sapiens GN=C17orf90 PE=2 SV=1	5743	1	C	66.4982	120.528	46.714	94.9148	56.6061	107.7214	1.902999853	0.92827545
sp|O95429|BAG4_HUMAN	BAG4	 BAG family molecular chaperone regulator 4 OS=Homo sapiens GN=BAG4 PE=1 SV=1	68	10	C	3254.83	4975.66	1502.03	4072.75	2378.43	4524.205	1.902181271	0.927654736
sp|Q9UN36-2|NDRG2_HUMAN	NDRG2	 Isoform 2 of Protein NDRG2 OS=Homo sapiens GN=NDRG2	7331	1	C	73.6066	157.404	74.0531	123.439	73.82985	140.4215	1.901961063	0.927487712
sp|Q07352|TISB_HUMAN	ZFP36L1	" Zinc finger protein 36, C3H1 type-like 1 OS=Homo sapiens GN=ZFP36L1 PE=1 SV=1"	3197	11	C	2678.27	4092.62	1316.61	3481.11	1997.44	3786.865	1.8958592	0.922851823
sp|Q9H008|LHPP_HUMAN	LHPP	 Phospholysine phosphohistidine inorganic pyrophosphate phosphatase OS=Homo sapiens GN=LHPP PE=1 SV=2	5570	4	C	415.505	737.103	289.95	599.203	352.7275	668.153	1.894246975	0.921624444
